 , , ,BKV,,No.,CAPE Name,BKV,Name1,Name2,Comment,,,
272791,WILSON RD,R,138,=,3460,L4203TP,138,VK ,JC,,,,
272464,SILVER LK,B,138,=,3461,L4202TP,138,VK ,JC,,,,
272790,WILSON RD,B,138,=,3461,L4202TP,138,VK ,JC,,,,
271083,BELVIDERE,R,138,=,3532,Tap L15623,138,VK ,JC,,,,
270981,ALPINE,RT,138,=,3532,Tap L15623,138,VK ,JC,,,,
270986,ESS G394,BT,138,=,3760,L.11609,138,VK ,JC,,,,
272187,OAKBROOK,R,138,=,6612,L13506,138,VK ,JC,,,,
271080,BELLWOOD,2B,138,=,3406,L5118TP,138,VK,JC,,,,
271874,LAGRANGE,B,138,=,3406,L5118TP,138,VK,JC,,,,
271874,LAGRANGE,B,138,=,6613,L5118 LE,138,VK,JC,,,,
271080,BELLWOOD,2B,138,=,6613,L5118 LE,138,VK,JC,,,,
,,,,,,,,,,,,,
NA,,,,,886600,ARCADIAN2,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,925300,ARCADIAN1,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
,,,,,,,,,,,,,
NA,,,,,925000,ARCADIAN_6,138,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,925500,ARCADIAN_5,138,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,945200,ARCADIAN_4,138,RC,TK,Other utility side has no corresponding PSSE bus,,,
,,,,,,,,,,,,,
NA,,,,,885000,PLEAS_PR_B3,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,885100,PLEAS_PR_B4,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,943200,PLEAS_PR_B1,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
,,,,,,,,,,,,,
NA,,,,,942000,BAIN_4_345,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,942300,BAIN_5,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
,,,,,,,,,,,,,
NA,,,,,3039,NIPS-AEp Tie,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,3040,CE-AEP Tie,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
,,,,,,,,,,,,,
NA,,,,,936700,ERG_Bus_1,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,936701,ERG_Bus_2,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,936702,ERG_Bus_5,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,936703,ERG_Bus_6,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,936704,ERG_Bus_7,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,936705,ERG_Bus_8,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,936706,ERG_Bus_9,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,936707,ERG_Bus_10,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,936708,ERG_Bus_11,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,936709,ERG_Bus_12,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,936710,ERG_Bus_13,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,936711,ERG_Bus_14,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
,,,,,,,,,,,,,
NA,,,,,185,HILLSIIG,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
,,,,,,,,,,,,,
270831,NBROOK159,R,345,=,170,L_15926MP,345,RC,TK,,,,
270885,SKOKIE 88,R,345,=,170,L_15926MP,345,RC,TK,,,,
,,,,,,,,,,,,,
270830,NBROOK159,B,345,=,173,NTHBR45B,345,RC,TK,,,,
,,,,,,,,,,,,,
NA,,,,,212,LOUISA45,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,5296,LOUSAIIG,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,885000,PLEAS_PR_B3,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,885100,PLEAS_PR_B4,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,943200,PLEAS_PR_B1,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,885300,Racine2,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,947100,Racine1,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,191,SCHHFR45,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,3011,SUB92IIG,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
,,,,,,,,,,,,,
272374,ROMEOVILL,B,138,=,3177,L1809 TP,138,AK,,,,,
272375,ROMEOVILL,R,138,=,3178,L1803 TP,138,AK,,,,,
,,,,,,,,,,,,,
270813,LOMBARD,R,345,=,3000,L11120TP,345,RC,TK,,,,
270703,CRAWFORD,R,345,=,3005,L1309 UNDRG,345,RC,TK,,,,
270923,WEST LOOP,R,345,=,3005,L1309 UNDRG,345,RC,TK,,,,
274749,AURORA EC,RP,345,=,3012,L14419TP,345,RC,TK,,,,
274749,AURORA EC,RP,345,=,3013,L14419 TAP,345,RC,TK,,,,
270731,ELECT JCT,4R,345,=,3014,L14419TP,345,RC,TK,,,,
,,,,,,,,,,,,,
NA,,,,,925350,tap1_to_MWP,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,925351,STR 10192a,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,925352,STR10005 612,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,925353,Carmen_Tap,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,893,SALEM345,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,5345,SALEM TR,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,7,Bus_7,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,16,Bus_16,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,100010,Bus_100010,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,100012,Bus_100012,345,RC,TK,Other utility side has no corresponding PSSE bus,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
NA,,,,,680,CORDVA61,161,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,681,BEVRCH61,161,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,760,HILLSIIG,161,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,761,ROCKIS61,161,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,891,DEWITT61,161,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,892,ECALUM61,161,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,894,DUBUQUE6,161,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,2205,KAPP U2,161,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,4509,KAPP TR,161,RC,TK,Other utility side has no corresponding PSSE bus,,,
NA,,,,,5265,HILLSIIG,161,RC,TK,Other utility side has no corresponding PSSE bus,,,
,,,,,,,,,,,,,
272352,RIDGELAND,B,138,=,3365,L0209 TP,138,AK,,,,,
272354,RIDGELAND,BS,138,=,3365,L0209 TP,138,AK,,,,,
,,,,,,,,,,,,,
NA,,,,,757,MARKTOWN,138,VK,JC,NO PSSE DATA,,,
NA,,,,,610,MITHCELL,138,VK,JC,NO PSSE DATA,,,
NA,,,,,1056,MODAFF14 38B,138,VK,JC,NO PSSE DATA,,,
NA,,,,,2741,MODAFF15 38B,138,VK,JC,NO PSSE DATA,,,
NA,,,,,844,MEADWS14 38B,138,VK,JC,NO PSSE DATA,,,
NA,,,,,845,MEADWS13 38B,138,VK,JC,NO PSSE DATA,,,
NA,,,,,909000,RSS 138 BUS1,138,VK,JC,NO PSSE DATA,,,
NA,,,,,909001,RSS 138 BUS2,138,VK,JC,NO PSSE DATA,,,
NA,,,,,934500,KENOSHA_4,138,VK,JC,NO PSSE DATA,,,
NA,,,,,934501,KENOSHA_5,138,VK,JC,NO PSSE DATA,,,
NA,,,,,936200,LAKEVIEW_4,138,VK,JC,NO PSSE DATA,,,
NA,,,,,936201,LAKEVIEW_5,138,VK,JC,NO PSSE DATA,,,
,,,,,,,,,,,,,
272392,ROUND LK,2B,138,=,1098,RNDLK 38B6,138,AK,,,,,
,,,,,,,,,,,,,
NA,,,,,3211,NIPSCO,138,HS,,No mapping in PSSE as the connected lines dont have any mapping in PSSE. and didn't found any psse data for this substation,,,
272793,ESS C434,R,138,=,3300,NORTHFLD,138,HS,,,,,
,,,,,,,,,,,,,
271547,ESS F387,R,138,=,3761,CHTNGLN 138B,138,HS,,,,,
NA,,,,,1044,FRTHLL15 38B,138,HS,,No data found in PSSE,,,
NA,,,,,3319,IPCOEQTP,138,HS,,No data found in PSSE,,,
,,,,,,,,,,,,,
NA,,,,,867,LINDE 1,138,HS,,No data found in PSSE,,,
,,,,,,,,,,,,,
271324,DEVON,0B,138,=,2776,L11411TP,138,HS,,,,,
272128,NORTHWEST,B,138,=,2776,L11411TP,138,HS,,,,,
,,,,,,,,,,,,,
271122,BURNHAM,B,138,=,3166,L17714TP,138,HS,,,,,
271196,CHI HGTS,BT,138,=,3167,L7306TP,138,HS,,,,,
,,,,,,,,,,,,,
272275,P HTS 217,R,138,=,3477,PROS_HTS,138,HS,,,,,
,,,,,,,,,,,,,
270999,ANTIOCH,RT,138,=,3483,ANTCHCIN,138,HS,,,,,
,,,,,,,,,,,,,
272455,SCHAUMBUR,R,138,=,7044,L4605 C/S NO,138,HS,,,,,
272454,SCHAUMBUR,B,138,=,7045,L4606 C/S NO,138,HS,,,,,
,,,,,,,,,,,,,
271330,DIXON,7B,138,=,7087,DIXON138,138,HS,,,,,
271331,DIXON,8R,138,=,7088,DIXON138,138,HS,,,,,
,,,,,,,,,,,,,
271198,CHURCH RD,B,138,=,3242,CRHRD TP,138,HS,,,,,
,,,,,,,,,,,,,
272789,WILMINGTO,,138,=,17,Bus_2,138,AK,,,,,
,,,,,,,,,,,,,
275174,DAVIS CRK,3M,138,=,9,Bus_9,138,AK,,,,,
,,,,,,,,,,,,,
271589,,,,,3530,GSG6 38B,138,AK,,no other psse bus at 138kV,,,
,,,,,,,,,,,,,
NA,,,,,755,YST2,138,AK,,Other utility side has no corresponding PSSE bus,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
273089,RIDGELAND,B,69,=,1717,RDGLN69B,69,RC,TK,,,,
273090,RIDGELAND,R,69,=,1718,RDGLN69R,69,RC,TK,,,,
273091,RIDGELAND,1I,69,=,13003,L19201,69,RC,TK,,,,
273092,RIDGELAND,4I,69,=,3611,L19204 TP,69,RC,TK,,,,
273094,RIDGELAND,3I,69,=,3604,L19203 TP,69,RC,TK,,,,
275152,RIDGELAND,1M,69,=,NA,,,RC,TK,,,,
275153,RIDGELAND,2M,69,=,NA,,,RC,TK,,,,
275159,RIDGELAND,4M,69,=,NA,,,RC,TK,,,,
,,,,,,,,,,,,,
272968,CALUMET,5B,69,=,1740,CALMET69,69,RC,TK,,,,
272969,CALUMET,3R,69,=,1741,CALMET69,69,RC,TK,,,,
272970,CALUMET,4R,69,=,1742,CALMET69,69,RC,TK,,,,
,,,,,,,,,,,,,
272974,COLUMBUS,2B,69,=,3600,CLBSPKTP,69,RC,TK,,,,
272975,COLUMBUS,3R,69,=,3602,CLBSPKTP,69,RC,TK,,,,
272976,COLUMBUS,4B,69,=,3601,CLBSPKTP,69,RC,TK,,,,
,,,,,,,,,,,,,
273016,HAWTHORN,4B,69,=,3611,L19204 TP,69,RC,TK,please add this as CAPE bus is mapped to more then 1 PSSE bus,,,
273017,HAWTHORM,3R,69,=,3603,L19202 TP,69,RC,TK,,,,
273019,HAWTHORM,2R,69,=,3610,L0203 TP,69,RC,TK,,,,
273017,HAWTHORM,3R,69,=,1120,L19202,69,RC,TK,,,,
,,,,,,,,,,,,,
272961,BERWYN,1B,69,=,3612,L0201 TP,69,RC,TK,,,,
272961,BERWYN,1B,69,=,13003,L19201,69,RC,TK,please add this as CAPE bus is mapped to more then 1 PSSE bus,,,
272962,BERWYN,2R,69,=,3603,L19202 TP,69,RC,TK,,,,
272963,BERWYN,3R,69,=,3604,L19203 TP,69,RC,TK,please add this as CAPE bus is mapped to more then 1 PSSE bus,,,
,,,,,,,,,,,,,
272971,CICERO,4B,69,=,3606,L19204 59TAP,69,RC,TK,,,,
272972,CICERO,1B,69,=,1122,L19201,69,RC,TK,,,,
272972,CICERO,1B,69,=,1121,L19201 TP,69,RC,TK,,,,
272973,CICERO,2B,69,=,13004,L19202,69,RC,TK,,,,
,,,,,,,,,,,,,
273001,FOREST PK,1B,69,=,3605,L0201 TP,69,RC,TK,,,,
273002,FOREST PK,2R,69,=,3607,L19202 TP,69,RC,TK,,,,
273003,FOREST PK,3R,69,=,4090,FRSTPKT1,69,RC,TK,,,,
,,,,,,,,,,,,,
272990,DEKOVEN,G,69,=,1211,DEKVN BUS_11,69,RC,TK,,,,
272990,DEKOVEN,G,69,=,1212,DEKVN BUS_12,69,RC,TK,,,,
272990,DEKOVEN,G,69,=,1213,DEKVN BUS_13,69,RC,TK,,,,
272990,DEKOVEN,G,69,=,1214,DEKVN BUS_14,69,RC,TK,,,,
272990,DEKOVEN,G,69,=,1222,T75sec1,69,RC,TK,,,,
272991,DEKOVEN,Y,69,=,1209,DEKVN BUS_9,69,RC,TK,,,,
272991,DEKOVEN,Y,69,=,1210,DEKVN BUS_10,69,RC,TK,,,,
272991,DEKOVEN,Y,69,=,1215,DEKVN BUS_15,69,RC,TK,,,,
272991,DEKOVEN,Y,69,=,1216,DEKVN BUS_16,69,RC,TK,,,,
272991,DEKOVEN,Y,69,=,1223,T70sec1,69,RC,TK,,,,
,,,,,,,,,,,,,
273031,JEFFERS X,9I,69,=,1752,JEFF4509,69,RC,TK,,,,
273032,JEFFERS X,7I,69,=,1751,JEFF4507,69,RC,TK,,,,
273037,JEFFERS Y,6I,69,=,1219,L4506I_ND,69,RC,TK,,,,
273042,JEFFERS X,8I,69,=,1753,JEFF4508,69,RC,TK,,,,
273043,JEFFERS X,0I,69,=,1750,JEFF4510,69,RC,TK,,,,
273028,JEFFERSON,B,69,=,6706,T77/79NR,69,RC,TK,,,,
273028,JEFFERSON,B,69,=,5076,JEFFRT79,69,RC,TK,,,,
273028,JEFFERSON,B,69,=,5077,JEFFRT77,69,RC,TK,,,,
273028,JEFFERSON,B,69,=,1702,JEFFR69B,69,RC,TK,,,,
273036,JEFFERS X,5I,69,=,1755,JEFF4505,69,RC,TK,,,,
273038,JEFFERS Y,1I,69,=,1780,L4501_Tap,69,RC,TK,,,,
273041,JEFFERS X,2I,69,=,1754,JEFF4502,69,RC,TK,,,,
273044,JEFFERS X,3I,69,=,1756,JEFF4503,69,RC,TK,,,,
273045,JEFFERS X,4I,69,=,1758,L_4504IND,69,RC,TK,,,,
273029,JEFFERSON,R,69,=,6704,T77/78NR,69,RC,TK,,,,
273029,JEFFERSON,R,69,=,5078,JEFFRT76,69,RC,TK,,,,
272986,DEARBORN,9B,69,=,1752,JEFF4509,69,RC,TK,,,,
272987,DEARBORN,7B,69,=,1751,JEFF4507,69,RC,TK,,,,
272988,DEARBORN,5R,69,=,1756,JEFF4503,69,RC,TK,,,,
272989,DEARBORN,2R,69,=,1754,JEFF4502,69,RC,TK,,,,
,,,,,,,,,,,,,
273081,PLYMOUTH,1B,69,=,1753,JEFF4508,69,RC,TK,,,,
273082,PLYMOUTH,2B,69,=,1765,PLYCTT2,69,RC,TK,,,,
273083,PLYMOUTH,3R,69,=,1755,JEFF4505,69,RC,TK,,,,
273084,PLYMOUTH,4R,69,=,1754,JEFF4502,69,RC,TK,,,,
,,,,,,,,,,,,,
273129,VERNON PK,RT,69,=,1757,L_4504TAP,69,RC,TK,,,,
273128,VERNON PK,2T,69,=,1754,JEFF4502,69,RC,TK,,,,
,,,,,,,,,,,,,
273120,ESS Y652,0B,69,=,2981,E_CAMPUS,69,RC,TK,,,,
273122,ESS Y652,R,69,=,2980,W_CAMPUS,69,RC,TK,,,,
,,,,,,,,,,,,,
273096,ROSELAND,5B,69,=,1743,ROSLND69,69,RC,TK,,,,
273097,ROSELAND,3R,69,=,1744,ROSLND69,69,RC,TK,,,,
273099,ROSELAND,4R,69,=,1745,ROSLND69,69,RC,TK,,,,
,,,,,,,,,,,,,
273095,ROSCOE BE,,69,=,1725,ROSCOE69,69,KCD,HS,,,,
,,,,,,,,,,,,,
273080,PIERPONT,,69,=,1726,PERPNT69,69,KCD,HS,,,,
,,,,,,,,,,,,,
273108,SABROOKE,B,69,=,1727,SABRKE69,69,KCD,HS,,,,
273109,SABROOKE,R,69,=,1728,SABRKE69,69,KCD,HS,,,,
275235,SABROOKE,9M,69,=,NA,,,KCD,HS,Midpoint,,,
275236,SABROOKE,6M,69,=,NA,,,KCD,HS,Midpoint,,,
,,,,,,,,,,,,,
272951,15 STREET,1T,69,=,1731,15THST69,69,KCD,HS,,,,
,,,,,,,,,,,,,
273111,SAND PARK,,69,=,1730,SANDPK69,69,KCD,HS,,,,
,,,,,,,,,,,,,
273000,FORDAM,B,69,=,1729,FORDAM69,69,KCD,HS,,,,
,,,,,,,,,,,,,
273008,GUNITE,1B,69,=,NA,,,KCD,HS,No mapping in CAPE,,,
273009,GUNITE,2B,69,=,NA,,,KCD,HS,No mapping in CAPE,,,
,,,,,,,,,,,,,
NA,,,,,1733,KEWNWSST,69,KCD,HS,No mapping in PSSE. Other utility,Check manually,,
,,,,,,,,,,,,,
272950,15 STREET,,69,=,1731,15THST69,69,HS,,,Y,,
,,,,,,,,,,,,,
273028,JEFFERSON,B,69,=,1701,JEFFR69B,69,RC,TK,,Y,,
273043,JEFFERS X,0I,69,=,1759,L_4510Y,69,RC,TK,,Y,,
,,,,,,,,,,,,,
273071,ESS D522,1B,69,=,NA,,,VK,JC,NO CAPE data,Check manually,,
273070,ESS D522,4B,69,=,NA,,,VK,JC,NO CAPE data,Check manually,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
272956,ALPINE,,69,=,1732,ALPINE69,69,VG,,,,,
,,,,,,,,,,,,,
273090,RIDGELAND,R,69,=,1286,L19203,69,RC,TK,,,,
273094,RIDGELAND,3I,69,=,1286,L19203,69,RC,TK,,,,
,,,,,,,,,,,,,
272962,BERWYN,2R,69,=,13002,L19202,69,RC,TK,,,,
273002,FOREST PK,2R,69,=,13002,L19202,69,RC,TK,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
275254,BEDFORD P,1C,34.5,=,5065,BDFDPK81 Ter,34.5,CR,,,,,
275255,BEDFORD P,2C,34.5,=,5067,BDFDPK82CTer,34.5,CR,,,,,
,,,,,,,,,,,,,
275312,P HTS 117,4C,34.5,=,8019,PRSPCT84CTer,34.5,CR,,,,,
275311,P HTS 117,1C,34.5,=,8018,PRSPCT81CTer,34.5,CR,,,,,
,,,,,,,,,,,,,
274203,LISLE,,34.5,=,1990,LISLE 34B4,34.5,AN,VG,,,,
274203,LISLE,,34.5,=,1935,LISLE 34B3,34.5,AN,VG,,,,
274203,LISLE,,34.5,=,1934,LISLE 34B2,34.5,AN,VG,,,,
275296,LISLE,3C,34.5,=,8037,LSL83C Ter,34.5,AN,VG,,,,
275297,LISLE,2C,34.5,=,8036,LSL82C Ter,34.5,AN,VG,,,,
275345,LISLE,4C,34.5,=,8054,LSL84 Ter,34.5,AN,VG,,,,
275348,LISLE,1C,34.5,=,8062,LSL81 Ter,34.5,KCD,HS,,,,
NA,,,,,50132,tap to DCW46,34.5,KCD,HS,No mapping in PSSE,,,
NA,,,,,50251,Tap SS558,34.5,KCD,HS,No mapping in PSSE,,,
NA,,,,,50119,L10341/L1862,34.5,KCD,HS,No mapping in PSSE,,,
,,,,,,,,,,,,,
274205,LOMBARD,R,34.5,=,1929,LMBRD34,34.5,AN,VG,,,,
,,,,,,,,,,,,,
275269,CRAWFORD,1C,34.5,=,5252,CRWFRT81 Ter,34.5,JQ,,,,,
275270,CRAWFORD,2C,34.5,=,5251,CRWFRT82 Ter,34.5,JQ,,,,,
275271,CRAWFORD,3C,34.5,=,5181,CRWFRT83 Ter,34.5,JQ,,,,,
275272,CRAWFORD,4C,34.5,=,5182,CRWFRT84 Ter,34.5,JQ,,,,,
,,,,,,,,,,,,,
275319,STATELINE,1C,34.5,=,8004,STTLT81C Ter,34.5,JQ,,,,,
,,,,,,,,,,,,,
275309,PL VALLEY,1C,34.5,=,1047,PLSNTVLYT81T,34.5,,,,,,
,,,,,,,,,,,,,
275295,LIBERTYVI,3C,34.5,=,8024,LBRTVL83,34.5,CR,,,,,
275294,LIBERTYVI,1C,34.5,=,8053,LBRTVL81,34.5,CR,,,,,
,,,,,,,,,,,,,
275325,TOLLWAY,3C,34.5,=,5256,TR83 Ter,34.5,CR,,,,,
,,,,,,,,,,,,,
275280,DRESDEN,3C,34.5,=,5281,DRSDNT83 Ter,34.5,BG,,,,,
NA,,,,,303,STA12 TR86 T,13.2,BG,,275950 should map to 303. But they have not been mapped that way since the voltage levels are different.,,,
,,,,,,,,,,,,,
274406,TOP CROP,P1,34.5,=,5162,TPCRP1 34kV,34.5,JQ,,,,,
274407,TOP CROP,P2,34.5,=,10029,TPCRP2 34kV,34.5,JQ,,,,,
,,,,,,,,,,,,,
274416,TWINGROVE,1H,34.5,=,5188,TWNGRD 34B,34.5,BG,,,,,
274446,TWINGROVE,1,34.5,=,5188,TWNGRD 34B,34.5,BG,,,,,
274447,TWINGROVE,2,34.5,=,5234,ARWSMTH 34B,34.5,BG,,,,,
274417,TWINGROVE,2H,34.5,=,5234,ARWSMTH 34B,34.5,BG,,,,,
,,,,,,,,,,,,,
274403,CAYUGA RI,1B,34.5,=,5157,CAYUGA 34B1,34.5,JQ,,"These two mapping assume that 1B in PSSE correspond to 34B1, 2B correspond to 34B2.",,,
274404,CAYUGA RI,2B,34.5,=,5158,CAYUGA 34B2,34.5,JQ,,,,,
275315,SKOKIE 88,1C,34.5,=,8014,SKKT81C,34.5,,,,,,
274254,SKOKIE 85,,34.5,=,1873,SKO85 34,34.5,,,,,,
,,,,,,,,,,,,,
274454,MINONK,1,34.5,=,5018,MNK WFM 34B,34.5,BG,,NOTE: In CAPE there is a 12.5 Bus 9023 which is missing in the PSSE model. This is OK,,,
274424,MINONK,1H,34.5,=,5018,MNK WFM 34B,34.5,BG,,NOTE: In CAPE there is a 12.5 Bus 9023 which is missing in the PSSE model. This is OK,,,
,,,,,,,,,,,,,
275274,DAVIS CRK,3C,34.5,=,5418,DVSCRK83TER,34.5,JQ,,,,,
275273,DAVIS CRK,2C,34.5,=,5417,DVSCRK82TER,34.5,JQ,,,,,
,,,,,,,,,,,,,
275317,SKOKIE 88,3C,34.5,=,8016,SKKT83C,34.5,BG,,Mapping done based on the assumption that the last two letters of the names match,,,
275318,SKOKIE 88,4C,34.5,=,8017,SKKT84C,34.5,BG,,,,,
275315,SKOKIE 88,1C,34.5,=,8014,SKKT81C,34.5,BG,,,,,
275316,SKOKIE 88,2C,34.5,=,8015,SKKT82C,34.5,BG,,,,,
,,,,,,,,,,,,,
275310,PONTIAC,2C,34.5,=,5227,PONTCT82 TER,34.5,BG,,"Note: The transformers T76, T77 AND T78 at TSS 80 Pontiac are missing in the PSSE Raw file, they exist in CAPE. This is OK.",,,
275356,PONTIAC,1C,34.5,=,5220,PONTCT81 TER,34.5,BG,,,,,
,,,,,,,,,,,,,
275262,BLUE ISLA,3C,34.5,=,8013,BLILND83 Ter,34.5,BG,,,,,
275281,BLUE ISLA,4C,34.5,=,5017,T84 TER,34.5,BG,,,,,
275260,BLUE ISLA,1C,34.5,=,8011,T81 TER CAP,34.5,BG,,,,,
275261,BLUE ISLA,2C,34.5,=,8012,BLILND82 Ter,34.5,BG,,,,,
,,,,,,,,,,,,,
275351,E FRANKFO,3C,34.5,=,5275,T83 Ter,34.5,BG,,,,,
,,,,,,,,,,,,,
275302,MCCOOK,4C,34.5,=,8010,MCCKT84C,34.5,JQ,,,,,
275301,MCCOOK,2C,34.5,=,8009,MCCKT82C,34.5,JQ,,,,,
274215,MCCOOK,,34.5,=,1860,MCCOOK34B1,34.5,JQ,,,,,
274215,MCCOOK,,34.5,=,1861,MCCOOK34B2,34.5,JQ,,,,,
,,,,,,,,,,,,,
275325,TOLLWAY,3C,34.5,=,5256,TR83 Ter,34.5,BG,,,,,
,,,,,,,,,,,,,
275258,BLOOM,4C,34.5,=,5168,BLOOMT84 Ter,34.5,BG,,,,,
,,,,,,,,,,,,,
275263,BURNHAM,1C,36.2,=,8029,BRNHM81C,34.5,BG,,,,,
275264,BURNHAM,4C,36.2,=,8030,BRNHM84C,34.5,BG,,,,,
,,,,,,,,,,,,,
275289,GOLF MILL,2C,34.5,=,8028,GLFMLL82CTer,34.5,BG,,,,,
275288,GOLF MILL,1C,34.5,=,8027,GLFMLL81CTer,34.5,BG,,,,,
,,,,,,,,,,,,,
275277,DES PL 46,3C,34.5,=,8007,DSPLNS83Ter,34.5,JQ,,,,,
275275,DES PL 46,1C,34.5,=,8005,DSPLNS81Ter,34.5,JQ,,,,,
275278,DES PL 46,4C,34.5,=,8008,DSPLNS84Ter,34.5,JQ,,,,,
275276,DES PL 46,2C,34.5,=,8006,DSPLNS82Ter,34.5,JQ,,,,,
,,,,,,,,,,,,,
275331,WEMPLETOW,4C,34.5,=,5246,T84 TER,34.5,BG,,,,,
,,,,,,,,,,,,,
275354,PLANO,1C,34.5,=,5192,PLANO81TER,34.5,BG,,,,,
275308,PLANO,4C,33,=,1973,PLANO TR94T,34.5,BG,,,,,
275307,PLANO,3C,33,=,1972,PLANO TR93T,34.5,BG,,,,,
,,,,,,,,,,,,,
275306,NBROOK159,2C,34.5,=,8026,NRTBRK82CTer,34.5,BG,,,,,
275305,NBROOK159,1C,34.5,=,8025,NRTBRK81CTer,34.5,BG,,,,,
,,,,,,,,,,,,,
275265,CHERRY VA,1C,34.5,=,8032,CHRVL81C Ter,34.5,BG,,,,,
275266,CHERRY VA,2C,34.5,=,8033,CHRVL82C Ter,34.5,BG,,,,,
275267,CHERRY VA,3C,34.5,=,5335,CHRVL83 Ter,34.5,BG,,,,,
,,,,,,,,,,,,,
275339,ELECT JCT,2C,34.5,=,8049,ELCTJC82 Ter,34.5,VG,CR,,,,
275282,ELECT JCT,1C,34.5,=,8038,ELCTJC81 Ter,34.5,VG,CR,,,,
275283,ELECT JCT,3C,34.5,=,8039,ELCTJC83 Ter,34.5,VG,CR,,,,
275284,ELECT JCT,4C,34.5,=,8040,ELCTJC84 Ter,34.5,VG,CR,,,,
NA,,,,,1926,ELCJCT34B2,34.5,VG,CR,No corresponding mapping in PSSE as well as no transformers 77 & 76 found in PSSE raw file but it is present in diagram,,,
