 , , ,BKV,,No.,CAPE Name,BKV,Name1,Name2,Comment,,,
NA,,,,,4561,MEDCTR74,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4574,WAUKGNT3,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4575,WAUKGNT4,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4576,SCHMBR71,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4580,SKO85T71,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4581,SKO85T73,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4582,NUCORSTL,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4652,D177 T11,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4653,D177 T12,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4666,BELLWD73,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4667,BELLWD72,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4704,T71MP,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4705,T71MP,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4706,T71MP,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4707,T71MP,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4724,DIXONT71,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4725,DIXONT73,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4741,GALEWDT4,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4742,GALEWDT2,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4743,GALEWDT1,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4744,GALEWDT3,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4745,NILEST71,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4754,ONTR T71,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4757,ONTR T74,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4760,ADSN T72,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4776,NUCORSTL,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4777,NUCORSTL,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4778,NUCORSTL,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4783,GURNET71,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4784,GURNET73,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4786,BELLWDNR,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4789,SANDRT72,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4790,SANDRT71,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4791,CRAWFT74,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4798,GNHTST71,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4801,SKOKET72,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4835,STRLGT71,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,4838,STRLGT71,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,5137,FISKT75,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,5260,WINN TR1,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,5261,WINN TR2,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,5262,WINN TR3,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,5350,SAYRET73,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,5351,SAYRET72,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
NA,,,,,5360,ALLBSTR,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
NA,,,,,211,SUBTIIGE,345,C team,,Outside from PSSE,,,
NA,,,,,946100,MILL_RD_site,345,C team,,Outside from PSSE,,,
NA,,,,,100000,Bus_100000,138,C team,,Outside from PSSE,,,
NA,,,,,100004,Bus_100004,138,C team,,Outside from PSSE,,,
NA,,,,,100006,Bus_100006,138,C team,,Outside from PSSE,,,
NA,,,,,100008,Bus_100008,138,C team,,Outside from PSSE,,,
NA,,,,,1763,SBLTE 34,34.5,C team,,Outside from PSSE,,,
NA,,,,,1814,HRVRD34,34.5,C team,,Outside from PSSE,,,
NA,,,,,1815,SANDIS34,34.5,C team,,Outside from PSSE,,,
NA,,,,,1816,SANDIS34 CG,34.5,C team,,Outside from PSSE,,,
NA,,,,,1818,SS450 JOL34,34.5,C team,,Outside from PSSE,,,
NA,,,,,1820,H43/ZAPCO,34.5,C team,,Outside from PSSE,,,
NA,,,,,1826,KANKKE34,34.5,C team,,Outside from PSSE,,,
NA,,,,,1833,SYCAMR34,34.5,C team,,Outside from PSSE,,,
NA,,,,,1841,STEWRD34,34.5,C team,,Outside from PSSE,,,
NA,,,,,1845,SS311 34B,34.5,C team,,Outside from PSSE,,,
NA,,,,,1846,D-466 34,34.5,C team,,Outside from PSSE,,,
NA,,,,,1855,HINSDL34,34.5,C team,,Outside from PSSE,,,
NA,,,,,1856,HINSDL34,34.5,C team,,Outside from PSSE,,,
NA,,,,,1857,G344 34B,34.5,C team,,Outside from PSSE,,,
NA,,,,,1865,Tap Zapco,34.5,C team,,Outside from PSSE,,,
NA,,,,,1869,WILMET34,34.5,C team,,Outside from PSSE,,,
NA,,,,,1870,SKO88 34B3&4,34.5,C team,,Outside from PSSE,,,
NA,,,,,1871,SKO88 34B1&2,34.5,C team,,Outside from PSSE,,,
NA,,,,,1875,WSIDEMSD,34.5,C team,,Outside from PSSE,,,
NA,,,,,1884,LKBLUF34,34.5,C team,,Outside from PSSE,,,
NA,,,,,1892,BRNGTN34,34.5,C team,,Outside from PSSE,,,
NA,,,,,1909,DWIGHT34,34.5,C team,,Outside from PSSE,,,
NA,,,,,1911,SSPONTAC 34,34.5,C team,,Outside from PSSE,,,
NA,,,,,1912,SSPONTAC 34,34.5,C team,,Outside from PSSE,,,
NA,,,,,1928,Lucent Tc 34,34.5,C team,,Outside from PSSE,,,
NA,,,,,1932,SS50134,34.5,C team,,Outside from PSSE,,,
NA,,,,,1933,SS51434,34.5,C team,,Outside from PSSE,,,
NA,,,,,1936,WSTMNT34,34.5,C team,,Outside from PSSE,,,
NA,,,,,1950,SPC CTR,34.5,C team,,Outside from PSSE,,,
NA,,,,,1952,BNGE FOODs,34.5,C team,,Outside from PSSE,,,
NA,,,,,1959,LKBLF34 B3,34.5,C team,,Outside from PSSE,,,
NA,,,,,1967,G320 34B1,34.5,C team,,Outside from PSSE,,,
NA,,,,,1986,GENEVA,34.5,C team,,Outside from PSSE,,,
NA,,,,,1987,GENEVA,34.5,C team,,Outside from PSSE,,,
NA,,,,,1996,DC H53 34B,34.5,C team,,Outside from PSSE,,,
NA,,,,,1997,DC H52 34B,34.5,C team,,Outside from PSSE,,,
NA,,,,,2023,Busse 34B1,34.5,C team,,Outside from PSSE,,,
NA,,,,,2024,Busse 34B2,34.5,C team,,Outside from PSSE,,,
NA,,,,,2025,Busse 34B3,34.5,C team,,Outside from PSSE,,,
NA,,,,,2026,Busse 34B4,34.5,C team,,Outside from PSSE,,,
NA,,,,,3700,L1861 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3701,J338 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3704,SS312 TAP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3705,L1861/L0957,34.5,C team,,Outside from PSSE,,,
NA,,,,,3708,L10341TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3709,L7767 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3710,SS422 Bus,34.5,C team,,Outside from PSSE,,,
NA,,,,,3711,PEOTONTP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3713,L10344TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3714,OAKBRKTP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3718,L7062 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3721,L4786 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3724,IVEX TAP CG,34.5,C team,,Outside from PSSE,,,
NA,,,,,3726,L0952 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3727,L0953sw5370,34.5,C team,,Outside from PSSE,,,
NA,,,,,3728,L47136 TAP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3729,L8034 TAP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3730,L6165 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3738,L4655TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3739,L4655TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3743,L4653TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3746,L7834TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3755,L4655REC,34.5,C team,,Outside from PSSE,,,
NA,,,,,3757,L4655TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,3765,L7065 K320T,34.5,C team,,Outside from PSSE,,,
NA,,,,,3766,L7066ARM,34.5,C team,,Outside from PSSE,,,
NA,,,,,3840,LOYOLA 34B2,34.5,C team,,Outside from PSSE,,,
NA,,,,,3841,LOYOLA 34B1,34.5,C team,,Outside from PSSE,,,
NA,,,,,4708,WESTSD 34,34.5,C team,,Outside from PSSE,,,
NA,,,,,4723,MODFF70W 34B,34.5,C team,,Outside from PSSE,,,
NA,,,,,4761,PBLWD20 20W,34.5,C team,,Outside from PSSE,,,
NA,,,,,7053,OAKBRKBS,34.5,C team,,Outside from PSSE,,,
NA,,,,,7054,OAKBRKBS,34.5,C team,,Outside from PSSE,,,
NA,,,,,7131,PEOPGS34,34.5,C team,,Outside from PSSE,,,
NA,,,,,7134,CAT34134,34.5,C team,,Outside from PSSE,,,
NA,,,,,7135,CAT34134,34.5,C team,,Outside from PSSE,,,
NA,,,,,7136,D756 34,34.5,C team,,Outside from PSSE,,,
NA,,,,,7137,D756 34,34.5,C team,,Outside from PSSE,,,
NA,,,,,7138,D756 34,34.5,C team,,Outside from PSSE,,,
NA,,,,,7139,D756 34,34.5,C team,,Outside from PSSE,,,
NA,,,,,7140,UNION3HI,34.5,C team,,Outside from PSSE,,,
NA,,,,,7141,UNION3HI,34.5,C team,,Outside from PSSE,,,
NA,,,,,7143,UNITEDTP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7144,UNITEDTP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7145,UNITEDTP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7146,DC W25 34B,34.5,C team,,Outside from PSSE,,,
NA,,,,,7147,L7881 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7150,D544 34,34.5,C team,,Outside from PSSE,,,
NA,,,,,7151,L7834 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7153,NC5608,34.5,C team,,Outside from PSSE,,,
NA,,,,,7154,NC5608,34.5,C team,,Outside from PSSE,,,
NA,,,,,7157,NC560934,34.5,C team,,Outside from PSSE,,,
NA,,,,,7159,L4655TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7160,L7834 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7161,L7834 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7163,L7880 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7164,L7880 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7165,L7834 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7166,L7881 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7167,L7834 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7169,L7834 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7170,NC5614,34.5,C team,,Outside from PSSE,,,
NA,,,,,7171,L7834 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7172,L4655 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7173,L7881 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7174,L7834 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7175,L7864 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7176,D177 34,34.5,C team,,Outside from PSSE,,,
NA,,,,,7177,D177 34,34.5,C team,,Outside from PSSE,,,
NA,,,,,7178,D177 34,34.5,C team,,Outside from PSSE,,,
NA,,,,,7179,D177 34,34.5,C team,,Outside from PSSE,,,
NA,,,,,7180,NC5615,34.5,C team,,Outside from PSSE,,,
NA,,,,,7181,NC5605,34.5,C team,,Outside from PSSE,,,
NA,,,,,7182,NC5606,34.5,C team,,Outside from PSSE,,,
NA,,,,,7183,L7834-SW,34.5,C team,,Outside from PSSE,,,
NA,,,,,7184,NC5630,34.5,C team,,Outside from PSSE,,,
NA,,,,,7193,NC5631,34.5,C team,,Outside from PSSE,,,
NA,,,,,7194,L7834 SW,34.5,C team,,Outside from PSSE,,,
NA,,,,,7197,NC5633,34.5,C team,,Outside from PSSE,,,
NA,,,,,7198,NC5634,34.5,C team,,Outside from PSSE,,,
NA,,,,,7199,L7834 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7208,NC5635,34.5,C team,,Outside from PSSE,,,
NA,,,,,7209,L7834 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7210,D177 34,34.5,C team,,Outside from PSSE,,,
NA,,,,,7211,D722 34,34.5,C team,,Outside from PSSE,,,
NA,,,,,7214,L7834 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7215,NC5610,34.5,C team,,Outside from PSSE,,,
NA,,,,,7216,L7880 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7217,L7880 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7218,NC5610,34.5,C team,,Outside from PSSE,,,
NA,,,,,7219,L7880 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7220,L7880 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7221,NC5614,34.5,C team,,Outside from PSSE,,,
NA,,,,,7222,L7880 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7235,NC5638,34.5,C team,,Outside from PSSE,,,
NA,,,,,7236,NC5638,34.5,C team,,Outside from PSSE,,,
NA,,,,,7237,NC5638,34.5,C team,,Outside from PSSE,,,
NA,,,,,7238,NC5639,34.5,C team,,Outside from PSSE,,,
NA,,,,,7239,NC5639,34.5,C team,,Outside from PSSE,,,
NA,,,,,7240,NC5639,34.5,C team,,Outside from PSSE,,,
NA,,,,,7412,NC5615,34.5,C team,,Outside from PSSE,,,
NA,,,,,7413,NC5605,34.5,C team,,Outside from PSSE,,,
NA,,,,,7414,L7880 SW,34.5,C team,,Outside from PSSE,,,
NA,,,,,7415,NC5633,34.5,C team,,Outside from PSSE,,,
NA,,,,,7416,NC5632,34.5,C team,,Outside from PSSE,,,
NA,,,,,7417,L7880 SW,34.5,C team,,Outside from PSSE,,,
NA,,,,,7418,NC5634,34.5,C team,,Outside from PSSE,,,
NA,,,,,7419,NC5635,34.5,C team,,Outside from PSSE,,,
NA,,,,,7420,D757,34.5,C team,,Outside from PSSE,,,
NA,,,,,7421,NC5631,34.5,C team,,Outside from PSSE,,,
NA,,,,,7422,NC5630,34.5,C team,,Outside from PSSE,,,
NA,,,,,7423,L7880 SW,34.5,C team,,Outside from PSSE,,,
NA,,,,,7424,L7881 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7425,L7881 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7426,L7881 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7427,L7881 SW,34.5,C team,,Outside from PSSE,,,
NA,,,,,7428,L7881 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7429,NC5605,34.5,C team,,Outside from PSSE,,,
NA,,,,,7430,L7881 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7431,L7881 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7432,L7881 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7433,NC5610,34.5,C team,,Outside from PSSE,,,
NA,,,,,7434,L7881 SW,34.5,C team,,Outside from PSSE,,,
NA,,,,,7435,L7881 SW,34.5,C team,,Outside from PSSE,,,
NA,,,,,7436,L20796TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7437,L20796TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7438,L20796TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7439,NC5618,34.5,C team,,Outside from PSSE,,,
NA,,,,,7440,NC5617,34.5,C team,,Outside from PSSE,,,
NA,,,,,7441,NC5616,34.5,C team,,Outside from PSSE,,,
NA,,,,,7442,NC5619,34.5,C team,,Outside from PSSE,,,
NA,,,,,7443,NC5620,34.5,C team,,Outside from PSSE,,,
NA,,,,,7444,NC5621,34.5,C team,,Outside from PSSE,,,
NA,,,,,7445,L20796TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7446,L20796TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7447,NC5629,34.5,C team,,Outside from PSSE,,,
NA,,,,,7448,NC5625,34.5,C team,,Outside from PSSE,,,
NA,,,,,7449,L20796TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7450,NC5626,34.5,C team,,Outside from PSSE,,,
NA,,,,,7451,L20796TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7452,NC5624,34.5,C team,,Outside from PSSE,,,
NA,,,,,7453,NC5623,34.5,C team,,Outside from PSSE,,,
NA,,,,,7454,NC5622,34.5,C team,,Outside from PSSE,,,
NA,,,,,7455,L20796TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7456,NC5628,34.5,C team,,Outside from PSSE,,,
NA,,,,,7457,NC5627,34.5,C team,,Outside from PSSE,,,
NA,,,,,7458,L20796TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7459,NC5601,34.5,C team,,Outside from PSSE,,,
NA,,,,,7462,NC5603,34.5,C team,,Outside from PSSE,,,
NA,,,,,7463,NC5602,34.5,C team,,Outside from PSSE,,,
NA,,,,,7464,NC5636,34.5,C team,,Outside from PSSE,,,
NA,,,,,7465,NC5604,34.5,C team,,Outside from PSSE,,,
NA,,,,,7466,NC5614,34.5,C team,,Outside from PSSE,,,
NA,,,,,7467,NC5607,34.5,C team,,Outside from PSSE,,,
NA,,,,,7468,NC5615,34.5,C team,,Outside from PSSE,,,
NA,,,,,7469,NC5606,34.5,C team,,Outside from PSSE,,,
NA,,,,,7470,NC5612,34.5,C team,,Outside from PSSE,,,
NA,,,,,7471,NC5611,34.5,C team,,Outside from PSSE,,,
NA,,,,,7472,NC5630,34.5,C team,,Outside from PSSE,,,
NA,,,,,7473,NC5631,34.5,C team,,Outside from PSSE,,,
NA,,,,,7474,NC5632,34.5,C team,,Outside from PSSE,,,
NA,,,,,7475,NC5634,34.5,C team,,Outside from PSSE,,,
NA,,,,,7476,NC5635,34.5,C team,,Outside from PSSE,,,
NA,,,,,7477,NC5633,34.5,C team,,Outside from PSSE,,,
NA,,,,,7478,NC5603,34.5,C team,,Outside from PSSE,,,
NA,,,,,7479,NC5602,34.5,C team,,Outside from PSSE,,,
NA,,,,,7480,NC5636,34.5,C team,,Outside from PSSE,,,
NA,,,,,7481,NC5604,34.5,C team,,Outside from PSSE,,,
NA,,,,,7482,NC5603,34.5,C team,,Outside from PSSE,,,
NA,,,,,7483,NC5607,34.5,C team,,Outside from PSSE,,,
NA,,,,,7484,NC5612,34.5,C team,,Outside from PSSE,,,
NA,,,,,7485,NC5611,34.5,C team,,Outside from PSSE,,,
NA,,,,,7486,NC5602,34.5,C team,,Outside from PSSE,,,
NA,,,,,7487,NC5611,34.5,C team,,Outside from PSSE,,,
NA,,,,,7488,NC5612,34.5,C team,,Outside from PSSE,,,
NA,,,,,7489,NC5607,34.5,C team,,Outside from PSSE,,,
NA,,,,,7490,NC5606,34.5,C team,,Outside from PSSE,,,
NA,,,,,7491,NC5604,34.5,C team,,Outside from PSSE,,,
NA,,,,,7492,L20798TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7493,L20798TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7494,L20798TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7495,NC5616,34.5,C team,,Outside from PSSE,,,
NA,,,,,7496,L20798TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7497,NC5617,34.5,C team,,Outside from PSSE,,,
NA,,,,,7498,NC5618,34.5,C team,,Outside from PSSE,,,
NA,,,,,7499,NC5619,34.5,C team,,Outside from PSSE,,,
NA,,,,,7500,NC5620,34.5,C team,,Outside from PSSE,,,
NA,,,,,7501,NC5621,34.5,C team,,Outside from PSSE,,,
NA,,,,,7502,L20798TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7503,NC5629,34.5,C team,,Outside from PSSE,,,
NA,,,,,7504,NC5625,34.5,C team,,Outside from PSSE,,,
NA,,,,,7505,L20798TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7506,NC5626,34.5,C team,,Outside from PSSE,,,
NA,,,,,7507,L20798TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7508,L20798TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7509,NC5627,34.5,C team,,Outside from PSSE,,,
NA,,,,,7510,NC5628,34.5,C team,,Outside from PSSE,,,
NA,,,,,7511,NC5624,34.5,C team,,Outside from PSSE,,,
NA,,,,,7512,NC5623,34.5,C team,,Outside from PSSE,,,
NA,,,,,7513,NC5622,34.5,C team,,Outside from PSSE,,,
NA,,,,,7514,L20798TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7515,NC5601,34.5,C team,,Outside from PSSE,,,
NA,,,,,7517,L20799TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7518,L20799TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7519,NC5609 34B3,34.5,C team,,Outside from PSSE,,,
NA,,,,,7520,NC5601,34.5,C team,,Outside from PSSE,,,
NA,,,,,7521,L20799TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7522,L20799TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7523,D-700-1,34.5,C team,,Outside from PSSE,,,
NA,,,,,7524,D-700-2,34.5,C team,,Outside from PSSE,,,
NA,,,,,7525,L4655TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7527,L4655TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7528,NC5618 TAP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7529,NC5616 TAP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7530,NC5616,34.5,C team,,Outside from PSSE,,,
NA,,,,,7531,NC5617 TAP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7532,NC5617,34.5,C team,,Outside from PSSE,,,
NA,,,,,7533,NC5618,34.5,C team,,Outside from PSSE,,,
NA,,,,,7534,NC5619,34.5,C team,,Outside from PSSE,,,
NA,,,,,7535,NC5620,34.5,C team,,Outside from PSSE,,,
NA,,,,,7536,NC5621,34.5,C team,,Outside from PSSE,,,
NA,,,,,7537,NC5625 TAP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7538,NC5629,34.5,C team,,Outside from PSSE,,,
NA,,,,,7539,NC5625,34.5,C team,,Outside from PSSE,,,
NA,,,,,7540,NC5629/26 TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7541,NC5626,34.5,C team,,Outside from PSSE,,,
NA,,,,,7542,NC5624 TAP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7543,L4655TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7544,NC5627,34.5,C team,,Outside from PSSE,,,
NA,,,,,7545,NC5628,34.5,C team,,Outside from PSSE,,,
NA,,,,,7546,NC5624,34.5,C team,,Outside from PSSE,,,
NA,,,,,7547,NC5623,34.5,C team,,Outside from PSSE,,,
NA,,,,,7548,NC5622,34.5,C team,,Outside from PSSE,,,
NA,,,,,7550,NC5640 Tap,34.5,C team,,Outside from PSSE,,,
NA,,,,,7552,C-51,34.5,C team,,Outside from PSSE,,,
NA,,,,,7553,L4655TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7554,C-471,34.5,C team,,Outside from PSSE,,,
NA,,,,,7555,L4655TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7556,C-501,34.5,C team,,Outside from PSSE,,,
NA,,,,,7557,NC5640,34.5,C team,,Outside from PSSE,,,
NA,,,,,7558,NC5628 TAP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7559,NC5627 TAP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7560,NC5618 TAP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7561,T3 Swctgr NO,34.5,C team,,Outside from PSSE,,,
NA,,,,,7562,L20796TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7563,L20796TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7564,T3 Swtcgr NO,34.5,C team,,Outside from PSSE,,,
NA,,,,,7565,NC5640,34.5,C team,,Outside from PSSE,,,
NA,,,,,7566,L20796TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7567,T3 SwtchgrNO,34.5,C team,,Outside from PSSE,,,
NA,,,,,7568,L4655TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7569,L4655TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7570,L4655TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7571,L4655TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7572,D528,34.5,C team,,Outside from PSSE,,,
NA,,,,,7573,L4655TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7574,D698,34.5,C team,,Outside from PSSE,,,
NA,,,,,7576,L20762TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7577,E408,34.5,C team,,Outside from PSSE,,,
NA,,,,,7578,L20791TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7579,E414,34.5,C team,,Outside from PSSE,,,
NA,,,,,7580,L20791TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7581,E405,34.5,C team,,Outside from PSSE,,,
NA,,,,,7582,D700-2,34.5,C team,,Outside from PSSE,,,
NA,,,,,7583,L20791TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7584,E416,34.5,C team,,Outside from PSSE,,,
NA,,,,,7585,C450,34.5,C team,,Outside from PSSE,,,
NA,,,,,7586,L20792TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7587,D462,34.5,C team,,Outside from PSSE,,,
NA,,,,,7588,L20792TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7589,L20792TP,34.5,C team,,Outside from PSSE,,,
NA,,,,,7590,D722,34.5,C team,,Outside from PSSE,,,
NA,,,,,7591,D544,34.5,C team,,Outside from PSSE,,,
NA,,,,,7592,L20791TP,34.5,C team,,Outside from PSSE,,,
